Dataset	ScanNumber	Collision Mode	ParentIonMZ	BasePeakIntensity	BasePeakMZ	ReporterIonIntensityMax	Ion_126.128	Ion_127.125	Ion_127.131	Ion_128.128	Ion_128.134	Ion_129.131	Ion_129.138	Ion_130.135	Ion_130.141	Ion_131.138	Ion_131.144	Weighted Avg Pct Intensity Correction	Ion_126.128_SignalToNoise	Ion_127.125_SignalToNoise	Ion_127.131_SignalToNoise	Ion_128.128_SignalToNoise	Ion_128.134_SignalToNoise	Ion_129.131_SignalToNoise	Ion_129.138_SignalToNoise	Ion_130.135_SignalToNoise	Ion_130.141_SignalToNoise	Ion_131.138_SignalToNoise	Ion_131.144_SignalToNoise	Ion_126.128_Resolution	Ion_127.125_Resolution	Ion_127.131_Resolution	Ion_128.128_Resolution	Ion_128.134_Resolution	Ion_129.131_Resolution	Ion_129.138_Resolution	Ion_130.135_Resolution	Ion_130.141_Resolution	Ion_131.138_Resolution	Ion_131.144_Resolution
811913	21736	hcd	422.29	5401687.5	422.2851	494261.53	207370.3	383623.33	295114.68	0	282700.85	52946.33	38687.57	213975.97	0	170718.36	494261.53	5.1	159.45	290.91	240.61	247.93	231.79	58.41	45.59	167.36	168.16	134.45	375.64	66602	67806	67302	66902	67602	65902	65402	66602	66302	67002	66606
811913	21737	hcd	588.38	6238464	588.3387	1068171.88	594799.72	1025827.02	708309.63	0	537718.26	130167.09	56948.58	336417.04	0	142956.75	707675.39	5	141.81	241.84	180.43	271.77	139.26	48.16	24.67	80.97	150.91	36.31	168.89	67202	67302	66602	67106	66302	65002	63502	66202	66602	64900	66002
811913	21739	hcd	533.32	14435295	533.3226	911174.46	440674.38	503286.22	419505.42	0	491220.85	84988.66	82610.62	911174.46	0	389551.01	509406.7	5.3	96.28	108.13	99.69	82.05	112.49	28.05	26.09	194.99	97.55	88.8	109.13	66902	66802	66202	66502	66602	64702	63802	66106	67102	65902	66102
811913	21740	hcd	766.35	4271417	246.1563	1591314.49	389771.04	1591314.49	450629.29	0	357551.31	99930.07	118542.06	280182.24	0	227694.93	656040.92	7.1	54.48	219.53	67.77	56.39	55	17.7	21.87	40.71	90.47	33	93.56	65502	67306	65402	66102	65402	62802	63102	64402	65702	64802	65306
811913	21741	hcd	711.42	1157166.5	529.3375	993148.07	58150.22	488389.22	370159.75	0	481457.17	34274.94	48501.01	210500.94	0	200561.4	479327.58	5.6	12.38	100.8	78.54	211.73	104.83	20.67	20.96	44.37	188.67	42.11	103	61202	66302	66502	67006	66402	64202	63802	66602	65802	65002	66302
811913	21742	hcd	512.3	3881116	512.2891	322489.48	138853.93	322489.48	224827.39	0	216896.39	54883.35	49802.38	94080.32	0	68339.7	278373.81	4.5	44.3	101.36	75.41	105.31	73.73	23.84	21.59	30.75	80.75	22.17	88.19	65802	66402	66102	66906	65602	64302	62802	64402	65402	63902	65902
811913	21743	hcd	574.85	3391768	574.8311	510483.71	116703.26	510483.71	225929.36	0	244568.73	0	51681.85	88081.57	0	69877.61	162448.64	5.5	27.55	118.75	55.78	119.15	61.37	20.5	18.31	21.58	106.28	16.89	41.02	64602	66502	65502	66906	65502	63502	64402	64302	65702	60802	64802
811913	21744	hcd	694.88	2110733.75	694.8796	1067460.26	733570.9	421443.85	433523.07	680478.54	426598.5	36518.22	62121.98	1067460.26	0	265009.18	540519.39	6.6	125.4	71.49	84.21	120.29	77.48	18.19	16.24	177.47	69.19	50.48	90.49	66906	65902	66402	66502	65802	63002	61902	66206	65702	65102	65702
811913	21746	hcd	547.32	42828248	547.321	3750416.36	809952.25	418487.37	831971.55	0	1513292.96	53719.56	36707.42	3750416.36	0	1452002.49	1163472.2	6.1	123.82	62.94	138.82	50.84	236.74	26.88	22.38	559.78	156.13	235.62	175.84	67502	66202	66502	65900	66702	64602	63502	66006	67902	66602	66102
811913	21747	hcd	588	14406145	588.0031	1244164.13	750765.81	1175480.04	765400.56	1244164.13	451906.58	36445.24	86570.27	356013.43	0	179112.05	651594.97	5.5	86.48	133.8	94.85	152.02	57.88	14.04	14.41	40.62	64.02	21.38	74.02	66902	66602	66602	66406	65502	63002	61502	65402	64802	62102	65502
811913	21748	hcd	425.21	4647855	425.2111	2597588.37	109068.62	127481.13	130780.03	0	120189.83	295372.48	2597588.37	140119.49	0	235356.32	125545.63	9.4	61.07	70.77	78.41	105.28	107.29	168.96	1433.6	89.87	134.22	131.07	70.62	66002	66602	66302	66402	67002	68402	66606	66202	66402	65902	65702
811913	21749	hcd	604.86	3055489	604.8578	802260.82	120186.47	135667.76	173093.54	0	176696.88	0	101764.69	802260.82	0	297280.68	179837.76	4.6	33.72	37.44	51.34	34.69	52.87	38.38	31.74	221.53	46.5	89.1	50.01	64202	65302	66502	64902	65602	65402	64702	66606	65202	65302	65002
811913	21750	hcd	381.25	5527728	381.248	678392.43	355251.95	678392.43	566297.43	0	519159.75	76149.6	121897.48	268141.25	0	177987.34	451035.29	4.7	309.86	579	516.05	552.87	477.88	101.12	138.68	230.47	437.67	156.74	388.89	67202	67806	68002	67802	67502	66502	66202	66802	66602	67202	65802
811913	21751	hcd	705.66	843396.19	705.6592	574213.61	58392.25	160053.43	282678.71	0	110097.23	0	35794.49	151852.04	0	574213.61	183828.94	6.2	14.18	37.57	68.15	36.88	30.77	62.55	11.41	42.98	56.26	132.74	43.98	62902	64802	66206	66002	64702	65302	60102	65202	65302	65906	65802
811913	21752	hcd	695.35	1577522.38	695.3461	819963.34	517771.25	644234.98	506451.2	0	511696.52	63877.31	27702.84	819963.34	0	262632.07	677595.25	5.6	87.68	108.39	93.6	122.11	92.87	21.72	12.33	139.6	100.52	49.76	117.06	66602	66602	66502	66802	66302	63602	61402	66306	66202	64602	65902
811913	21753	hcd	648.7	324372.59	513.3355	217743.19	76500.56	135821.14	113231.57	0	137457.16	47972.49	51282.14	65921.52	0	98204.61	109224.03	4.1	37.81	66.43	59.26	111.73	71.64	30.31	31.38	34.38	102.2	47.82	55.26	66102	66102	65902	66506	66002	64802	64902	65102	65802	65302	64502
811913	21754	hcd	574.38	12457665	574.332	837335.05	144801.87	837335.05	202532.29	0	205888.64	0	71820.31	88603.35	0	68822.69	151292	7.4	48.16	272.78	71.29	111.11	73.14	31.15	32.39	30.47	180.8	23.11	54.53	65902	67206	65502	66202	65802	64802	64902	64502	66402	62502	64802
811913	21756	hcd	488.34	21526764	488.334	1126474	972928.37	491435.87	696928.39	0	664324.99	0	332760.08	220912.32	0	472437.81	438876.97	4.8	253.6	127.77	202.23	301.86	185.9	111.24	98.44	64.83	161.1	120.78	115.56	67002	66802	67402	67006	66802	66802	66502	66502	65502	65502	66802
811913	21757	hcd	667.01	2221748.75	645.6803	612917.17	236817.69	175022.13	228163.72	0	210520.87	0	110570.58	105533.57	0	77511.48	196626.18	3.9	70.95	52.46	74.21	146.19	68.14	186.97	38.69	40.97	98.42	23.58	59.98	66602	65902	66302	67102	65202	66406	63902	65402	65602	63702	65102
811913	21758	hcd	411.76	11050923	411.7568	1006574.66	384759.69	1006574.66	921319.95	1004017.75	472010.1	25369.8	113332.56	171204.39	0	247930.21	1000668.36	6.4	350.22	896.91	857.39	963.32	478.41	82.12	127.58	158.13	212.27	221.68	876.67	67202	68100	67900	67704	66900	65902	66302	66702	67002	67402	65802
811913	21759	hcd	612.7	1547261.75	612.3621	526896.17	183652.6	196209.48	268130.63	0	237026.03	89685.02	70005.95	80370.85	0	107247.05	186589.74	5.1	59.43	62.89	91.36	128.41	82.28	36.09	31.12	27.66	166.88	34.19	63.5	65902	65702	66302	66702	65502	65902	65602	66600	65706	64602	65702
811913	21761	hcd	696.36	4486321	696.361	659015.08	440642.01	400212.52	602807.11	637758.46	311638.61	77448.49	192682.97	381136.22	0	442728.65	659015.08	4.6	102.6	92.42	148.11	154.42	82.7	29.06	50.83	90.78	105.06	102.69	151.09	66702	66902	67302	66906	65802	64202	65102	66202	65702	65702	66202
811913	21762	hcd	709.74	3676444.5	130.1352	3914753.14	129180.21	149895.15	1108952.4	0	141578.97	141970.13	255855.98	3914753.14	0	381367.68	868806.53	9.4	35.18	38.91	292.25	42.86	58.3	68.1	70.29	1013.38	78.72	139.26	224.57	65702	66200	67006	65702	66102	66102	65702	66306	73702	66402	66302
811913	21763	hcd	844.42	652922.63	844.4247	169447.55	49095.07	116217.16	90830.64	0	100327.84	22099.49	18718.4	52960.14	0	34371.29	141453.47	4.4	43.4	101.41	84.06	139.5	93.82	28.36	25.44	47.53	150.94	31.25	126.06	65202	66802	65902	67002	65702	64302	63602	65402	66306	64100	65502
811913	21764	hcd	761.87	453820.88	130.1351	474578.27	80539.74	76014.08	90236.76	0	313143.82	0	29322.61	474578.27	0	237404.45	172030.31	5.4	39.84	37.19	49.71	40.43	157.05	32.94	25.29	234.49	92.19	123.92	86.07	65602	65402	65602	65402	66902	65002	63102	66206	66702	65902	65602
811913	21766	hcd	680.9	5082825.5	680.9016	1004850.3	528560.2	1004850.3	670887.61	0	381754.48	104041.5	101263.48	475415.62	0	176838.39	969638.03	6.3	117.76	220.35	158.8	91.8	95.47	30.53	30.03	106.22	114.54	42.73	214.57	67102	67106	66402	66502	66002	64702	64202	66202	66002	65600	66006
811913	21767	hcd	593.67	703624.25	593.6831	278000.22	60747.42	278000.22	168639.25	174311.17	155015.74	38776.82	23503.42	63155.25	0	45674.71	125841.16	5.5	21.33	95.09	60.51	67.44	57.39	17.39	12.75	22.4	64.14	16.09	44.14	63202	66706	65402	65802	65802	62702	60302	63002	65502	61302	64102
811913	21768	hcd	867.45	799715.56	867.4515	792554.84	83103.87	73819.4	135108.23	0	487417.29	10265.33	0	792554.84	0	364007.27	225800.35	6.2	47.33	41.33	83.78	38.86	278.52	20.54	18.88	442.95	164.87	217.52	129.45	65802	64802	66302	65800	66702	64102	62502	65906	67102	66602	65902
811913	21770	hcd	391.89	1373534	496.2735	177068.16	81374.38	177068.16	68737.22	0	87225.74	13739.29	27842.8	43430.71	0	66896.85	75307.46	5.4	96.18	207.18	89.88	169.67	109.26	27.05	40.69	54.01	89.74	78.74	89.35	66302	67406	66102	66602	66302	63402	64602	64602	65902	66402	65506
811913	21771	hcd	616.34	1995519.63	637.3522	743878.42	101354	227144.48	252560.29	0	224738.9	63891.52	99243.7	107198.21	0	93863.55	164947.5	6	24.52	54.46	63	117.03	58.98	22.62	31.84	26.86	177.8	23.16	45.08	64602	66002	66502	67002	65402	64102	64102	66000	65906	63002	64902
811913	21772	hcd	402.73	9552117	433.2982	1832982.17	207931.55	59407.94	266015.28	0	20761.47	0	1832982.17	50268.18	0	781981.46	182471.92	10	113.92	32.14	153.07	45.7	45.57	64.42	978.06	44.78	103.54	409.58	97.35	66402	64102	66702	65102	65302	76100	66506	64602	66002	66302	66602
811913	21773	hcd	507.76	2781140.25	616.3422	277146.49	53831.31	89570.32	98704.81	0	126571.72	34803.29	35012.67	83025	0	55290.5	144991.33	4.8	22.88	38.17	44.14	119.98	56.64	22.55	19.08	36.13	53.35	24.33	61.88	63602	65502	65902	66706	65702	62302	64102	64302	64602	63902	65102
811913	21774	hcd	851.52	920265.69	129.138	983062.05	6003.78	29920.19	18258.8	0	19354.85	134992.95	983062.05	27457.02	0	25278.94	50359.48	11.1	2.57	12.52	8.01	12.05	18.88	56.72	411.1	14.77	35.32	10.88	21.3	45700	60102	62500	61002	63102	66500	66506	61802	64202	60100	62302
811913	21776	hcd	519.53	14781341	519.5347	1064335.08	30048.03	195479.69	1064335.08	547588.12	605979.58	44281.16	174399.52	248812.14	0	67628.58	409468.5	6.5	12.14	66.88	364.67	190.64	231.78	28.42	80.26	84.32	352.78	25.71	147.14	60602	66202	67106	67002	67002	64302	66102	66702	66002	64900	65802
811913	21777	hcd	612.7	1478738.25	612.3632	454496.21	169435.45	158631.09	206312.35	311536.08	209995.02	64885.51	46510.85	76227.44	0	93611.04	145099.07	5.2	87.38	81.88	114.53	167.97	117.14	44.08	37.03	42.57	236.85	49.24	82.07	66602	66702	66702	66702	66502	64802	65202	66002	65906	64702	66002
811913	21778	hcd	508.85	13772655	508.8478	695146.91	283664.05	443738.17	283808.01	0	213654.35	0	68916.43	227967.22	0	180032.49	212092.44	5.3	103.52	160.96	112.32	217.17	86.41	50.66	36.87	86.12	253.74	67.6	84.48	66702	66802	66302	67102	65702	65802	65102	66602	66306	65602	65502
811913	21779	hcd	662.01	435658.97	662.0065	186196.96	99329.12	186196.96	106158.87	0	120872.68	58173.86	30352.96	75634.94	0	44346.55	91219.14	4.4	106.6	196.73	122.77	199.17	136.62	73.58	44.23	82.77	190.27	48.68	100.09	66902	66802	66702	67306	66402	66202	65302	66402	65902	64902	65902
811913	21780	hcd	596.7	769727.44	596.3781	103458.2	44605.43	82930.02	61591.11	0	63465.36	0	29542.07	46478.69	0	45919.83	68084.12	3.5	53.77	98.84	78.84	131.77	81.73	43.1	41.44	58.13	86.08	55.55	81.95	65502	66702	66202	67106	65702	65002	65502	64902	65602	66102	65702
811913	21781	hcd	531.85	6623483	531.8496	283946.44	136322.63	204886.49	191622.35	0	198765.2	0	39057.04	168116.25	0	131107.18	157803.95	4.4	58.13	86.67	86.89	127.33	90.42	26.03	24.15	73.11	105.85	57.49	69.36	66502	66502	66102	66606	66402	64502	63702	65902	66202	65802	65502
811913	21783	hcd	653.36	2397870.25	653.3571	375604.82	142386.63	67070.1	130316.25	0	109692.15	0	308639.25	375604.82	0	54690.26	108861.57	4.8	61.56	29.31	61.28	124.31	53.96	108.58	133.65	162.93	45.58	29.39	46.83	65802	64402	66102	66302	65902	66802	66602	66506	65102	64202	64702
811913	21784	hcd	662.9	2682623.25	662.8987	752299.03	146656.2	752299.03	273085.35	0	200151.54	0	75886.63	144887.85	0	110100.03	277713.87	6	60.13	301.19	115.81	238.52	89.09	42.17	41.87	59.26	252.56	44.82	115.94	66202	67506	66002	67102	65302	65302	64902	65700	66802	65102	66002
811913	21786	hcd	564.69	5317955	564.6901	399704.64	79541.85	187287.99	251168.54	0	171633.27	51823.08	130253.37	74851.39	0	63580.36	215543.67	4.3	36.09	83.08	115.89	79.88	86.03	28.15	67.01	35.01	181.42	29.06	100.16	65102	66202	66806	66502	66102	64102	65602	65300	65902	64302	65602
811913	21787	hcd	458.61	10370120	458.6076	1338881.11	1338881.11	346227.76	682876.33	0	338015.62	112864.67	1081837.75	388824.73	0	484819.58	743972.96	6.3	418.43	107.32	246.39	114.87	128.78	44.43	342.44	126.05	157.6	152.7	231.66	67506	66702	67302	66602	66702	65600	67002	66402	65902	66002	66502
811913	21788	hcd	461.54	3520123	529.356	2743756.07	174912.02	269279.33	267166.93	99947.34	86592.49	382614.15	2743756.07	106250.56	0	125655.69	264434.83	9.4	36.83	55.83	58.99	27.43	36.33	80.72	572.99	27.14	98.41	26.75	56.9	65302	65702	65902	64902	64202	67000	67006	65502	65702	64102	65102
811913	21790	hcd	522.05	3519339.5	522.3251	583790.57	88404.92	180921.16	254225.96	0	221057.77	43645.84	41363.79	74830.13	0	67958.33	148138.55	5.9	22.43	44.95	65.9	54.72	59.95	14.31	17.56	19.37	143.89	17.11	40.67	63402	65502	66306	66102	65402	61602	62502	63100	65902	62802	64302
811913	21791	hcd	615.39	630063.31	615.3876	159070.82	59158.78	159070.82	64689.92	0	61057.59	56847.85	156050.68	47036.46	0	36262.36	64268.18	4.1	56.02	148.49	65.99	101.5	65.45	59.19	151.45	47.38	120.39	35	62.82	65702	66202	65702	66302	65902	65702	66606	65802	65402	64102	65702
811913	21792	hcd	495.3	1375953.13	529.3557	471903.03	135779.24	131582.2	127001.04	0	159064.21	107847.09	471903.03	179518.09	0	102400.75	106149.52	3.8	51.28	49.15	52.36	66.64	67.06	45	179.02	68.85	84.46	39.74	41.06	65802	65002	66002	65902	66402	65302	66606	66202	65502	64202	64702
811913	21794	hcd	576.29	2988391	576.2924	293261.51	95041.68	293261.51	146601.23	0	156608.58	0	37440.09	78769.23	0	83256.85	171112.97	5.1	47.67	145.14	77.84	117.77	83.71	18.86	25.58	40.81	95.86	42.34	87.03	65702	67106	66402	66702	66202	63602	63402	64502	65802	64902	65602
811913	21795	hcd	544.31	8568842	544.3149	692202.91	220216.48	348344.21	403304.4	0	308965.01	46269.66	293186.71	171458.73	0	335989.28	331050.44	4.5	60.35	94.27	114.7	185.7	92.81	24.34	87.62	48.69	187.98	89	92.3	66402	66602	66502	67102	65802	63902	66402	66502	65606	65402	66302
811913	21796	hcd	646.94	792262.44	128.1284	840825.22	49928.58	58409.11	44213.07	0	54505.45	0	15159.82	24056.8	0	34514.24	48970.17	8.7	31.38	39.87	30.43	523.36	35.93	55.65	11.99	16.58	31.02	21.36	30.52	64602	65302	64802	67206	65800	65702	60902	63002	63802	63202	64802
811913	21798	hcd	430.75	10583826	372.2451	2240428.17	289321.39	94754.77	107243.43	66411.06	45752.37	118385.47	2240428.17	17280.74	0	612390.02	101812.91	11.3	63.71	20.6	28.51	16.74	23.66	26.2	481.99	9.76	32.04	128.8	21.73	65806	64402	63802	61002	64902	75200	66502	58500	63302	65802	65302
811913	21799	hcd	391.56	1941688.63	496.2734	194758.52	91036.9	194758.52	85839.7	154042.61	94784.94	0	80963.41	55916.1	0	75045.91	89072.04	4.5	68.77	145.2	70.71	126.83	76.94	25.44	65.78	43.91	74.04	56.46	67.48	66202	67106	65802	66202	66302	63402	65602	64802	65802	65602	65402
811913	21800	hcd	626.39	4626887.5	626.3865	532297.2	69990.63	111460.51	72911.58	0	101883.91	0	532297.2	80611.83	0	67274.57	64458.87	5.7	23.29	36.64	26.39	35.17	39.66	28.37	176.62	28.27	43.54	22.65	21.9	63602	65802	64002	64502	64902	64802	66606	64102	64702	63402	63202
811913	21803	hcd	471.29	8107021	471.2917	1833667.71	47866.76	87830.05	176186.6	0	38744.4	278459.14	1833667.71	65996.34	0	36736.25	110832.33	10.1	22.9	41.07	85.14	22.82	45.73	132.2	869.85	38.78	134.68	18.51	55.25	64102	65202	66502	63802	64802	68002	66806	65202	66102	62702	65102
811913	21804	hcd	642.37	4234955.5	642.3673	780153.19	227673.87	536492.43	235242.95	780153.19	221364.89	0	34283.52	138504.2	0	133312.93	176410.63	5.6	143.82	335.71	160.42	513.95	150.04	97.98	39.85	91.1	366.1	84.66	120.19	66902	66702	66702	67106	66702	66002	64402	67202	66102	65902	66302
811913	21806	hcd	454.78	6945332.5	454.7764	575940.97	212591.47	575940.97	366026.63	561410.45	349536.61	0	151318.69	297543.15	0	178962.62	377414.72	4.5	89.8	239.73	162.1	253.38	158.3	42.36	75.89	125.92	186.08	77.83	159.84	66202	67202	66602	66906	66602	64902	66002	66602	66702	66102	65702
811913	21807	hcd	631.05	996482.81	630.9133	485258.08	132017.76	312106.6	128092.57	225086.7	111584.61	121690.09	485258.08	91671.95	0	70904.97	140661.09	5	42.31	98.55	44.48	79.86	42.12	42.97	155.69	31.19	79.71	22.96	45.74	65502	66302	65002	66502	64902	64402	66806	65102	65402	63302	64802
811913	21808	hcd	636.9	3844983.25	636.9017	433495.95	207758.91	296407.81	303427.91	0	311617.76	69946.11	94570.93	141336.17	0	122194.91	290959.1	4	122.18	172.55	188.85	266.14	194.86	57.72	69.27	85.33	173.68	72.74	171.18	67302	67302	66102	67006	66502	65402	65502	66202	66202	65902	66202
811913	21809	hcd	733.38	2839347.5	733.3789	325632.49	161306.61	100854.74	244792.33	102708.79	81827.05	0	193050.55	142989.12	0	117369.43	325632.49	5.5	79.89	49.31	126.89	55.08	50.73	40.14	96.98	72.83	48.26	59.04	157.37	66402	65702	66606	65602	65602	65202	65902	65602	65202	66102	65506
811913	21811	hcd	487.8	20532324	487.7965	1077101.83	476140.61	1077101.83	601203.87	0	539402.75	134698.51	132528.88	211902.66	0	332277.5	601941.37	5	90.14	201.82	121.7	193.05	110.47	37.22	34.58	43.02	143.15	63.01	116.13	66602	67306	66802	67002	66302	64802	64302	65702	65802	65302	66102
811913	21812	hcd	471.04	9955145	471.0418	1702060.11	45023.04	68810.21	153546.03	0	51378.09	0	1702060.11	71569.02	0	47158.27	110505.38	9.8	22.74	33.82	77.99	33.9	51.25	126.28	830.91	41.96	114.28	24.11	55.8	64202	64402	66402	64402	65302	68600	67006	64802	66302	63602	65102
811913	21813	hcd	554.29	2369545.75	272.172	272857.81	179393.15	272857.81	120530.02	267380.47	138236.91	0	99419.47	104290.36	0	83469.44	120236.03	4.2	58.94	89.03	44.72	95.56	49.01	45.13	36.35	36.78	54.12	28.25	40.51	65702	66502	65402	66206	65802	65502	65302	64502	65502	64302	64902
811913	21814	hcd	501.28	2571473.25	501.3607	655428.17	80491.13	271256.88	124337.69	0	122369.9	0	655428.17	82564.24	0	77280.54	152371.19	6.4	53.04	175.67	86.41	110.88	95.93	96.47	429.26	59.37	111.88	51.31	100.05	65502	67002	65602	66102	66402	67602	66706	65402	65802	66002	65402
811913	21815	hcd	807.11	1539562	130.1351	1619668.01	25843.21	30773.07	196216.99	0	154128.42	17122.16	50105.07	1619668.01	0	762821.99	671019.33	6.3	8.97	10.26	66.67	20.92	55.83	22.11	19.68	535.09	25.73	266.67	216.25	60400	57200	66706	64102	65602	63902	63102	66606	70500	66102	66702
811913	21816	hcd	787.38	637844	1166.5525	145009.53	33204.81	53568.1	66917.31	0	50481.02	27218.88	145009.53	35164.48	0	84023.84	69112.97	5	17.12	27.25	35.78	39.73	29.84	16.36	75.08	19.78	31.82	42.22	35.12	63102	64302	65402	65702	63602	62902	65606	64202	64402	64902	64802
811913	21817	hcd	756.91	643876.94	756.8969	390038.39	390038.39	359052.08	358192.26	0	263111.42	0	42192.42	77785.23	0	149959.05	192869.95	5.9	203.53	184.1	202.72	111.12	148.8	19.61	32.67	42.44	132.97	76.57	101.01	67102	67202	67006	66802	66802	64202	63902	65502	65702	65502	66602
811913	21819	hcd	584.33	42722560	584.3335	1896372.12	506577.75	1339618.26	886856.16	0	907624.24	126562.61	108888.02	595131.38	0	490598.23	1474755.03	4.8	37.33	97.45	68.43	145.31	70.69	18.73	13.96	44.08	87.62	36.4	107.15	65302	66002	66502	66806	65802	62402	62102	65402	65602	64702	65702
811913	21820	hcd	455.28	7082616	455.2796	762700.1	145538.09	402291.87	243065.86	0	206243.14	0	67907.99	167077.31	0	125269.51	198959.05	5.5	72.05	197.1	126.16	314.99	111.21	79.55	49.77	85.7	372.08	63.4	108.42	66502	67102	66402	66602	66702	65902	65402	66402	66506	66102	65602
811913	21821	hcd	422.23	6125713.5	372.2452	1670691.62	236758.63	137081.08	129354.85	0	111072.77	89187.16	1670691.62	65788.31	0	437071.07	108757.34	9.6	86.43	49.31	54.05	39.8	58.05	34.19	595.02	30.33	56.79	153.32	38.95	66506	65802	65302	64602	65902	74200	66206	64202	65002	66102	65102
811913	21822	hcd	819.95	1689660	787.9535	596203.12	189516.81	508307.4	399251.01	583448.46	237269.05	8593.21	13119.9	283541.1	0	117963.58	596203.12	5.5	113.75	302.18	248.96	372.73	159.62	31.81	25.58	171.32	337.16	76.59	363.43	66902	67502	66802	67006	66302	64902	63602	66602	67002	66100	66402
811913	21823	hcd	691.88	3845904.75	691.8839	1543959.42	269283.32	886586.1	367810.72	0	299722.65	0	46956.35	91119.01	0	58242.9	653449.23	5.7	134.43	434.87	193.29	570.23	161.88	60.39	53.31	45.55	744.44	29.24	334.01	67302	66702	66802	67102	66502	66302	65402	71500	66106	65800	66402
811913	21824	hcd	501.62	2050585.5	501.807	478191.69	97127.5	251977.26	158868.54	0	182718.08	0	478191.69	99701.39	0	101747.57	209759.38	4.6	50.82	129.62	87.35	143.95	105.71	63.44	250.27	54.84	105.31	53.05	108.35	65502	66902	66302	66402	66402	66102	66606	65402	66302	65702	65602
811913	21825	hcd	833.45	914048.25	801.4544	296085.44	98066.89	296085.44	185312.15	0	176853.01	27024.06	31443.41	95156	0	52770.26	209937.15	5.2	75.78	224.98	149.56	176.33	145.67	32.38	35.36	74.12	144	42.53	162.32	66502	67106	66402	66902	66302	64602	64802	65702	66402	64702	66306
811913	21826	hcd	593.67	1779951.25	593.3624	350149	45039.62	350149	180703.24	0	119817.98	42110.14	18311.72	57359.05	0	35637.31	133865.24	6.4	24.19	182.58	97.75	108.75	69.8	28.6	15.64	31.46	90.45	19.54	71.93	65102	67006	65802	66902	65402	64502	62802	65202	65202	64002	65502
811913	21828	hcd	486.04	16425483	520.3021	242919.33	199532.65	223026.78	170954.29	167311.43	124552.63	0	99510.8	90187.24	242919.33	47452.72	81114.48	4.8	33.86	37.45	31.8	31.52	23.58	16.23	19.04	16.03	41.66	8.45	14.81	64102	65406	64602	64502	63802	62402	62902	62002	64502	57200	60502
811913	21829	hcd	382.26	3302980.25	382.2545	779726.63	200395.19	531214.86	369380.87	0	390399.4	0	263477.55	287109.08	0	274068.67	538771.91	3	173.96	455.75	335.46	719.2	362.39	651.87	251.93	282.73	365.66	240.63	465.59	67102	67602	67302	67506	67202	66502	67802	66702	66702	66902	66002
811913	21830	hcd	530.84	16291255	530.8432	649438.71	649438.71	370669.53	364243.79	0	355700.6	16234.1	187232.55	304578.26	0	155363.18	470640.3	5.9	244.6	138.5	156.67	245	143.26	23.46	78.38	112.33	104.13	60.29	172.29	67302	66802	66502	67106	66202	63702	66102	66202	66302	65202	66502
811913	21831	hcd	527.31	4658478	527.3126	579425.36	114908.08	233690.51	175997.03	0	127622.02	61369.18	52086.23	54419.64	0	60037.94	241388.54	5.4	66.3	135.09	107.24	344.47	81.54	56.15	37.97	34.08	141.68	35.05	140.63	65602	66902	66602	66806	66502	65602	64702	64602	66402	66102	66102
811913	21832	hcd	554.68	2174067.25	272.172	285241.44	206588.42	285241.44	170759.27	0	135331.22	258542.12	205768.9	115868.83	0	144246.14	187818.18	3.7	69.67	95.36	63.42	95.43	51.4	91.74	73.45	44.67	85.36	48.98	64.56	65702	66502	65902	66406	65102	66002	65902	64802	66002	65202	65402
811913	21833	hcd	672.92	2165158.25	672.9167	552621.48	233452.39	414906.28	297201.24	552621.48	319891.02	0	91623.76	162181.94	0	89738.82	265038.1	4.5	114.6	201.84	155.96	285.05	167.27	44.24	58.91	80.56	210.57	45.94	133.44	67502	67102	66102	67206	66002	65802	65502	65902	66802	65202	65902
811913	21834	hcd	511.77	16037998	511.7737	889841.8	302886.35	889841.8	448394.38	0	419143.75	82289.6	134825.72	251129.6	0	199701.33	487929.76	5	121.14	350.25	189.19	328.55	179.45	53.44	69.36	101.57	263.44	80.88	196.87	66702	67706	66502	67202	67002	65602	65902	66102	66602	66402	65602
811913	21835	hcd	627.39	942156.56	627.3871	493703.4	81001.58	103550.63	141638.68	0	151742.35	138699.48	493703.4	88750.16	0	67829.82	127021.13	3.8	23.98	30.55	44.28	54.02	51.53	44.38	149.73	29.05	66	21.08	39.52	64302	64602	65302	66302	64802	64902	66706	64202	65202	62502	64202
811913	21837	hcd	536.64	7694677	399.204	1015176.78	193081.97	1015176.78	383650.28	0	212874.02	53487.56	13091.22	304872.04	0	183229.17	380609.37	6	46.12	238.42	94.84	232.08	56.8	27.79	9.49	72.76	123.03	45.06	91.8	65702	67106	66102	67002	65002	63502	60500	66702	66002	64602	66002
811913	21838	hcd	526.98	8202512	526.9783	471245.93	85230.56	172490.82	148432.8	0	80075.83	0	63208.36	57752.74	0	43311.44	185482.44	5.5	37.33	75.27	67.58	209	39.76	26.14	30.78	25.74	68.78	19.19	80.17	65702	66102	66202	66506	64902	63902	64302	64702	65502	64102	65202
811913	21839	hcd	684.86	1596651.38	684.8539	494247.81	93514.03	223010.28	131488.2	0	249423.41	157858.35	63787.84	142877.6	0	77053.21	182592.63	4.3	36.24	86.01	54.67	197.17	99.78	72.28	32.84	57.81	117.45	30.82	71.84	65202	66102	65802	66806	66402	66102	64902	65602	65502	64902	65002
